Invalid {0}! The check digit validation has failed. Please ensure you've typed the {0} correctly.,无效的{0}!检查数字验证失败。请确保您输入了正确的{0}。,
<b>Company</b> is a mandatory filter.,Company是一个强制过滤器。,
<b>From Date</b> is a mandatory filter.,From Date是一个强制过滤器。,
<b>To Date</b> is a mandatory filter.,到目前为止是一个强制过滤器。,
Please create <b>DATEV Settings</b> for Company <b>{}</b>.,请创建DATEV设置 for Company {}。,
{0} not entered in Invoice {1}. Please update and try again,发票没有录入。请更新并重试,
{0} not entered in some invoices. Please update and try again,有些发票没有入账。请更新并重试,
Please set valid GSTIN No. in Company Address for company {0},请设置有效的GSTIN号码。在公司地址为{0},
{0} is not a company bank account,{0}不是公司银行账户,
Cannot ensure delivery by Serial No as \ Item {0} is added with and without Ensure Delivery by \ Serial No.,不能确保按序列号送货，因为添加物品{0}时，有或没有确保按序列号送货。,
Item {0} has no Serial No. Only serilialized items \ can have delivery based on Serial No,项目{0}没有序列号。只有已归档的物品\可以按序列号发货,
No active BOM found for item {0}. Delivery by \ Serial No cannot be ensured,没有发现{0}项目的有效BOM。无法确保通过\序列号交付,
Please set a Supplier against the Items to be considered in the Purchase Order.,请在采购订单中考虑的项目中指定供应商。,
Please Select a Company.,请选择一个公司。,
Days Since Last Order' must be greater than or equal to zero,从上次订单开始的日期'必须大于或等于零,
Delivered Quantity,交付数量,
Failed to setup defaults for country {0}. Please contact support@erpnext.com,设置国家{0}的默认值失败。请联系support@erpnext.com,
Email Digest: ,电子邮件消化:,
Open Issues ,开放的问题,
Open Projects ,开放的项目,
Upcoming Calendar Events ,即将到来的日历事件,
Open To Do ,开放的去做,
Please set Naming Series for {0} via Setup > Settings > Naming Series,请通过设置>设置>命名系列来设置{0}的命名系列,
Set Shipping Address or Billing Address,设置送货地址或帐单地址,
{1} Not in Stock,没有存货,
Please enter a coupon code,请输入优惠码,
Please enter a valid coupon code,请输入有效的优惠码,
"Please set {0} for Batched Item {1}, which is used to set {2} on Submit.",请为批量项目{1}设置{0}，该项目用于在提交时设置{2}。,
Expiry Date Mandatory,截止日期的强制性,
The serial no {0} does not belong to item {1},序列号{0}不属于项目{1},
There is no batch found against the {0}: {1},没有发现针对{0}:{1}的批次,
Customer Provided Item cannot be Purchase Item also,客户提供的项目也不能是购买项目,
Customer Provided Item cannot have Valuation Rate,客户提供的物品不能有估价率,
"Is Fixed Asset cannot be unchecked, as Asset record exists against the item",固定资产是否不能被检查，因为资产记录针对该项目存在,
Has Serial No' can not be 'Yes' for non-stock item,非库存项目的序列号“不能是”吗,
Invalid naming series (. missing) for {0},无效的命名序列(。失踪){0},
The value of {0} differs between Items {1} and {2},{0}的值在{1}和{2}项之间是不同的,
 Row {0}: Expense account currency should be same as company's default currency. Please select expense account with account currency as {1},行{0}:报销账户币种与公司默认币种一致。请选择费用账户，账户货币为{1},
Invalid Account Currency,无效的账户的货币,
There are not enough asset created or linked to {0}. \ Please create or link {1} Assets with respective document.,没有足够的资产创建或与{0}挂钩。\请创建或链接{1}资产与相应的文档。,
{2} <b>{0}</b> has submitted Assets.\ Remove Item <b>{1}</b> from table to continue.,{2} < >{0}已经提交了资产。\从表中删除项{1}以继续。,
Select a Supplier from the Default Supplier List of the items below.,从下面项目的默认供应商列表中选择供应商。,
Enter Supplier,输入供应商,
The total Issue / Transfer quantity {0} in Material Request {1} \ cannot be greater than requested quantity {2} for Item {3},物料申请{1}\中的发放/转移数量{0}不能大于项目{3}的申请数量{2},
Work Order cannot be created for following reason:,由于以下原因无法创建工作订单:,
To Case No.' cannot be less than 'From Case No.',情况下没有。'不得小于'From Case No.',
Add items in the Item Locations table,在项位置表中添加项,
Update Current Stock,更新当前库存,
Row #{0}: {1} does not have any available serial numbers in {2},行#{0}:{1}在{2}中没有可用的序列号,
Cannot deliver Serial No {0} of item {1} as it is reserved \ to fullfill Sales Order {2},无法交付货品{1}的序列号{0}，因为该货品已预留\以完成销售订单{2},
Cannot deliver Serial No {0} of item {1} as it is reserved to \ fullfill Sales Order {2},不能交付产品{1}的序列号{0}，因为该产品保留给完成销售订单{2},
"Sales Order {0} has reservation for item {1}, you can only deliver reserved {1} against {0}. Serial No {2} cannot be delivered",销售订单{0}有项目{1}的预订，您只能将预订的{1}交付给{0}。序列号No{2}无法发送,
"Row {0}: The item {1}, quantity must be positive number",行{0}:项目{1}，数量必须是正数,
Please enter <b>Difference Account</b> or set default <b>Stock Adjustment Account</b> for company {0},对于公司{0}，请输入差额账户或设置默认库存调整账户,
Item {0} (Serial No: {1}) cannot be consumed as is reserverd\ to fullfill Sales Order {2}.,项目{0}(序列号:{1})不能被使用，因为它是为了完成销售订单{2}。,
Row # {0}: ,行# {0}:,
Row #{0}: Item {1} is not a Serialized/Batched Item. It cannot have a Serial No/Batch No against it.,行#{0}:项目{1}不是一个序列化/批处理的项目。它不能有一个串行No/Batch No针对它。,
Group Warehouses cannot be used in transactions. Please change the value of {0},组仓库不能用于事务。请更改{0}的值,
Incorrect Warehouse,错误的仓库,
Warehouse not found against the account {0},仓库没有发现对帐{0},
[Important] [ERPNext] Auto Reorder Errors,[重要][ERPNext]自动重新排序错误,
Dear System Manager,亲爱的系统管理器,
An error occured for certain Items while creating Material Requests based on Re-order level. \ Please rectify these issues :,在基于重新订购级别创建物料请求时，某些项目发生错误。\请纠正以下问题:,
Regards,问候,
From Date' is required,开始日期是必需的,
To Date' is required,结束日期是必需的,
From Date' must be after 'To Date',“起始日期”必须在“结束日期”之后,
Minimum Qty,最低数量,
Date' is required,日期的要求,
Perpetual inventory required for the company {0} to view this report.,该公司需要永续盘存{0}来查看此报告。,
Stock Ledger ID,存货分类帐ID,
Account Value,账户价值,
Difference Value,差值,
Please set filter based on Item or Warehouse due to a large amount of entries.,由于条目量大，请根据条目或仓库设置过滤器。,
Opening',开放的,
"Valuation Rate for the Item {0}, is required to do accounting entries for {1} {2}.",对{0}项目的估值率，需要对{1}{2}做会计分录。,
 Here are the options to proceed:,以下是继续进行的选项:,
"If the item is transacting as a Zero Valuation Rate item in this entry, please enable 'Allow Zero Valuation Rate' in the {0} Item table.",如果该项目在此项中作为零估值率项目进行交易，请在{0}项目表中启用“允许零估值率”。,
"If not, you can Cancel / Submit this entry ",如果没有，您可以取消/提交此条目,
 performing either one below:,执行下列任一项:,
Create an incoming stock transaction for the Item.,为该项创建一个传入股票事务。,
Mention Valuation Rate in the Item master.,在项目主目录中提到估价率。,
Valuation Rate Missing,估值比率失踪,
Set Start Time and End Time for \ Support Day {0} at index {1}.,在索引{1}处设置\支持日{0}的开始时间和结束时间。,
Start Time can't be greater than or equal to End Time \ for {0}.,开始时间不能大于或等于结束时间\对于{0}。,
A new appointment has been created for you with {0},已经用{0}为您创建了一个新的约会,
Click on the link below to verify your email and confirm the appointment,点击下面的链接来验证你的邮件和确认约会,
Verify Email,验证电子邮件,
Notes: ,注:,
"To allow different rates, disable the {0} checkbox in {1}.",要允许不同的速率，请在{1}中禁用{0}复选框。,
"Row {1}: Quantity ({0}) cannot be a fraction. To allow this, disable '{2}' in UOM {3}.",行{1}:Quantity({0})不能是分数。要允许此操作，请禁用UOM{3}中的“{2}”。,
Book Appointment,书的约会,
"Invalid Authorization headers, add a token with a prefix from one of the following: {0}.",无效的授权标头，请添加带有以下选项之一的前缀的令牌:{0}。,
"Invalid Authorization Type {0}, must be one of {1}.",无效的授权类型{0}，必须是{1}之一。,
"Invalid Bearer token, please provide a valid access token with prefix 'Bearer'.",无效的持有者令牌，请提供一个前缀为“持有者”的有效访问令牌。,
"Failed to decode token, please provide a valid base64-encoded token.",解码令牌失败，请提供一个有效的base64编码的令牌。,
"Invalid token, please provide a valid token with prefix 'Basic' or 'Token'.",无效的令牌，请提供一个带有前缀'Basic'或' token '的有效令牌。,
Recipients' not specified,没有指定收件人的,
A recurring {0} {1} has been created for you via Auto Repeat {2}.,通过自动重复{2}，已经为您创建了循环{0}{1}。,
"{0}: Failed to attach new recurring document. To enable attaching document in the auto repeat notification email, enable {1} in Print Settings",未能附加新的重复文档。若要在自动重复通知邮件中启用附加文档，请在打印设置中启用{1},
Email / Notifications,电子邮件/通知,
"Configure notifications for mentions, assignments, energy points and more.",配置通知提到，分配，能量点和更多。,
Address needs to be linked to a Company. Please add a row for Company in the Links table below.,地址需要与公司联系起来。请在下面的链接表中添加一行为公司。,
Company not Linked,公司无关,
No default Address Template found. Please create a new one from Setup > Printing and Branding > Address Template.,没有找到默认地址模板。请从安装>打印和品牌化>地址模板中创建一个新的。,
Parent signifies the parent table in which this row must be added,Parent表示必须在其中添加此行的父表,
Try the new Data Import,尝试新的数据导入,
"Successfully imported {0} records out of {1}. Click on Export Errored Rows, fix the errors and import again.",从{1}中成功导入{0}记录。单击导出错误行，修复错误并再次导入。,
"Successfully imported {0} record out of {1}. Click on Export Errored Rows, fix the errors and import again.",从{1}成功导入{0}记录。单击导出错误行，修复错误并再次导入。,
"Successfully updated {0} records out of {1}. Click on Export Errored Rows, fix the errors and import again.",从{1}成功更新{0}记录。单击导出错误行，修复错误并再次导入。,
"Successfully updated {0} record out of {1}. Click on Export Errored Rows, fix the errors and import again.",从{1}成功更新{0}记录。单击导出错误行，修复错误并再次导入。,
Successfully updated {0},成功更新{0},
No failed logs,没有失败的日志,
Invalid template file for import,用于导入的模板文件无效,
Invalid or corrupted content for import,要导入的内容无效或已损坏,
Import template should contain a Header and atleast one row.,导入模板应该包含一个标题和至少一行。,
Template Error,模板错误,
"Import template should be of type .csv, .xlsx or .xls",导入模板的类型应该是.csv、.xlsx或.xls,
Value {0} must in {1} format,值{0}必须采用{1}格式,
{0} is a mandatory field asdadsf,{0}是asdadsf的一个必填字段,
Could not map column {0} to field {1},不能将列{0}映射到字段{1},
Skipping Duplicate Column {0},跳过重复列{0},
The column {0} has {1} different date formats. Automatically setting {2} as the default format as it is the most common. Please change other values in this column to this format.,列{0}具有{1}不同的日期格式。自动设置{2}为默认格式，因为它是最常见的格式。请将此栏内的其他值更改为此格式。,
In List View' not allowed for type {0} in row {1},在列表视图中，不允许在行{1}中输入{0},
In Global Search' not allowed for type {0} in row {1},在全局搜索'不允许在行{1}中输入{0},
DocType <b>{0}</b> provided for the field <b>{1}</b> must have atleast one Link field,DocType {0}提供的字段{1}必须至少有一个链接字段,
Invalid file URL. Please contact System Administrator.,无效的文件的URL。请联系系统管理员。,
"{0} must begin and end with a letter and can only contain letters, hyphen or underscore.",{0}必须以字母开始和结束，只能包含字母、连字符或下划线。,
Report Document Error,报告文件错误,
The Link specified has either been used before or Invalid,指定的链接以前使用过或无效,
Invalid Password:,无效的密码:,
Row #,行#,
Please check the filter values set for Dashboard Chart: {},请检查仪表板图表设置的筛选值:{},
Invalid Filter Value,无效的过滤器值,
"Level 0 is for document level permissions, \ higher levels for field level permissions.",0级用于文档级权限，\更高级别用于字段级权限。,
Setup > User,设置>用户,
Setup > Customize Form,设置>自定义表单,
Setup > User Permissions,设置>用户权限,
Value for field {0} is too long in {1}. Length should be lesser than {2} characters,在{1}中，字段{0}的值太长。长度应该小于{2}字符,
Data Too Long,数据太长,
Reverting length to {0} for '{1}' in '{2}'; Setting the length as {3} will cause truncation of data.,对于'{2}'中的'{1}'返回长度到{0};将长度设置为{3}将导致数据截断。,
Group By field is required to create a dashboard chart,Group By字段是创建仪表板图表所必需的,
Aggregate Function field is required to create a dashboard chart,创建仪表板图表需要聚合函数字段,
New Notification,新通知,
New Assignment,新任务,
New Document Shared,新文档共享,
Your assignment on {0} {1} has been removed,你们关于{0}{1}的作业被删除了,
{0} assigned a new task {1} {2} to you,分配给你一个新任务,
Transgender,变性人,
Genderqueer,中性人,
Non-Conforming,不合格的,
Prefer not to say,宁愿不说,
Starting Frappe ...,冰镇的开始……,
You can try changing the filters of your report.,您可以尝试更改报表的过滤器。,
%s is not a valid report format. Report format should \ one of the following %s,不是有效的报表格式。报告格式应该是以下%s之一,
Failed to send {0} Auto Email Report,发送{0}自动邮件报告失败,
"You are selecting Sync Option as ALL, It will resync all \ read as well as unread message from server. This may also cause the duplication\ of Communication (emails).",你选择同步选项，它将重新同步所有\读和未读的消息从服务器。这也可能导致重复通信(电子邮件)。,
"Email ID must be unique, Email Account already exists \ for {0}",电子邮件ID必须是唯一的，电子邮件帐户已经存在\为{0},
Re: ,再保险:,
via Notification,通过通知,
"Not allowed to attach {0} document, please enable Allow Print For {0} in Print Settings",不允许附加{0}文件，请在打印设置中启用允许打印{0}文件,
Please setup default Email Account from Setup > Email > Email Account,请从安装>电子邮件>电子邮件帐户中设置默认电子邮件帐户,
Email Account not setup. Please create a new Email Account from Setup > Email > Email Account,电子邮件帐户未设置。请创建一个新的电子邮件帐户从设置>电子邮件>电子邮件帐户,
Could not create razorpay order,无法创建razorpay订单,
Controller method get_razorpay_order missing,控制器方法get_razorpay_order丢失,
Could not create Razorpay order. Please contact Administrator,无法创建Razorpay订单。请联系管理员,
Request Body consists of an invalid JSON structure,请求主体由一个无效的JSON结构组成,
Invalid JSON,无效的JSON,
No Name Specified for {0},没有为{0}指定名称,
Document renamed from {0} to {1},文档从{0}重命名为{1},
Errored Transactions,错误的交易,
Successful Transactions,成功的交易,
Workflow Status,工作流状态,
Exporting For,出口的,
{0} ({1}) (1 row mandatory),{0}({1})(必须有一行),
Showing only first {0} rows out of {1},只显示{1}中的{0}行,
Updated To New Version ??,??更新到新版本,
Send an email to {0} to link it here,发送电子邮件到{0}链接在这里,
via {0},通过{0},
created {0},创建了{0},
amended_from field must be present to do an amendment.,必须出现amended_from字段才能进行修改。,
"This document is already amended, you cannot ammend it again",这个文件已经修改过了，你不能再修改了,
"Error connecting to QZ Tray Application...<br><br> You need to have QZ Tray application installed and running, to use the Raw Print feature.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Click here to Download and install QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Click here to learn more about Raw Printing</a>.",连接到QZ托盘应用程序错误…<br><br>您需要有QZ托盘应用程序安装和运行，以使用原始打印功能。<a target="_blank" href="https://qz.io/download/">Click here to Download and install QZ Tray</a>.<br> <a target="_blank" href="https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing">点击这里下载安装QZ Tray</a>.,
Unchanged,不变,
Restricted,限制,
Restrictions,限制,
Notification Settings,通知设置,
Your Target,你的目标,
Notifications Disabled,通知禁用,
{0} m,{0}分钟,
{0} h,{0}小时,
{0} d,{0}天,
{0} w,{0}周,
{0} y,{0}年,
1 week ago,1周前,
{0} years ago,{0}年前,
No email account associated with the User. Please add an account under User > Email Inbox.,没有与该用户关联的电子邮件帐户。请在用户>电子邮件收件箱下添加一个帐户。,
Add ,添加,
Also adding the status dependency field {0},还要添加状态依赖项字段{0},
"Couldn't save, please check the data you have entered",无法保存，请检查您输入的数据,
Validation Error,验证错误,
Sun,星期天,
Mon,星期一,
Tue,星期二,
Wed,星期三,
Thu,星期四,
Fri,星期五,
Sat,星期六,
Su,星期天,
Mo,星期一,
Tu,星期二,
We,星期三,
Th,星期四,
Fr,星期五,
Sa,星期六,
Jan,1月,
Feb,2月,
Mar,3月,
Apr,4月,
May,5月,
May:Full,五月,
Jun,6月,
Jul,7月,
Aug,8月,
Sep,9月,
Oct,10月,
Nov,11月,
Dec,12月,
March,三月,
Too Many Requests,太多的请求,
{0} shared a document {1} {2} with you,和你共享一个文档,
{0} gained {1} point for {2} {3},{0}由{2} {3}赢得了{1}分,
{0} gained {1} points for {2} {3},{0}由{2} {3}赢得了{1}分,
Please enter both your email and message so that we \ can get back to you. Thanks!,请输入您的电子邮件和信息，以便我们可以回复您。谢谢!,
You seem to have written your name instead of your email. \ Please enter a valid email address so that we can get back.,你写的好像是你的名字而不是电子邮件。\请输入有效的电子邮件地址，以便我们取回。,
Token Already Used,令牌已经使用,
It seems you have already paid through this link!,看起来你已经通过这个链接付费了!,
{} is not a valid date string.,{}不是有效的日期字符串。,
Invalid Date,无效的日期,
Password cannot be more than 127 characters long,密码不能超过127个字符,
Visit Web Page,访问网页,
Are you sure you want to save this document?,您确定要保存此文档吗?,
Javascript is disabled on your browser,浏览器上禁用了Javascript,
You need to enable JavaScript for your app to work.,您需要启用JavaScript才能使您的应用程序工作。,
To enable it follow the instructions in the following link: {0},要启用它，请遵循以下链接中的说明:{0},
Search Results for ,的搜索结果,
Status Updated,状态更新,
Success! You are good to go ??,成功!你是好样的??,
Notification Log,通知日志,
Stock Received But Not Billed,已收货未开票/在途物资,
Delivery Detail, 销售出货明细
Stock,库存,
Show Tags,显示标签,
Customize Workspace,自定义工作区,
Quick Access,快捷方式,
Your Shortcuts,快捷方式,
Reports & Masters,功能和报表,
Masters & Reports,功能和报表,
Filter,过滤器,
Reset Chart,重置,
New Chart,新增图表,
New Shortcut,新增快捷方式,
Hide,隐藏,
Show,显示,
Last synced {0},更新于 {0},
{} Dashboard, {} 仪表板,
Variant Of,变量属于,
Business Type,业务类型,
Business Defaults,业务默认值,
User App Relation,用户应用关系,
DocType,文档,
Development,开发,
Unit of Measure (UOM),计量单位,
Journal Entry Template,日记账模板,
Template Title,模板标题,
Journal Entry Type,日记账类型,
Accounting,会计,
Sales Order Analysis,销售订单分析,
Purchase Order Analysis,采购订单分析,
Date Range,时间区间,
Set Filters for {0},设置{0}的过滤器,
Outgoing Salary,工资开支,
Filter Based On,过滤基于,
Asset Value Analytics,资产价值分析,
Period Based On,周期基于,
Date Based On,时间基于,
Loading...,加载中,
No Data...,无数据,
Select Date Range,选择时间区间,
Last Year,上一年,
Last Quarter,上个季度,
Last Month,上个月,
Last Week,上一周,
Outgoing Salary,工资开支,
Asset Value Analytics,资产价值分析,
{} Available,{} 可用,
{}  Available,{} 可用,
{} Active,{} 活跃,
{} Open,{} 打开,
{} Assigned,{} 已分配,
{} Pending,{} 等待,
{}  To Deliver,{} 待出货,
{} To Bill,{} 待开发票,
{}  To Receive,{} 待接收,
{} Published,{} 已发布,
{} Vacant,{} 空缺,
Edit Chart,编辑图表,
Edit Shortcut,编辑快捷方式,
New Chart,新增图表,
New Shortcut,新增快捷方式,
Add Chart,新增图表,
Add Shortcut,新增快捷方式,
Chart Name,图表名称,
Label,标签,
Type,类型
Link To,链接到,
Count Filter,结果过滤,
Count Customizations,计数自定义,
Format,格式,
For Example: {} Open,例如：{} 打开,
Loading Filters...,过滤器加载中...,
Warehouse wise Stock Value,仓库真实库存值,
Create Card,新建图表,
Function,方法,
Card Label,图表标签,
Minimum,最小值,
Maximum,最大值,
Exponential Smoothing Forecasting,指数平滑法预测,
Demand,需求,
Forecast,预测,
Forecasting,预测,
Production Planning Report,生产计划报告,
Include Sub-assembly Raw Materials,包括分总成原材料,
Raw Material Code,原材料代码,
Raw Material Name,原材料名字,
Order Qty,订单数量,
Allotted Qty,分配的数量,
Expected Arrival Date,预计到达日期,
Arrival Quantity,到达数量,
Work Order Summary,工单汇总,
X Field,X轴字段,
Y Field,Y轴字段,
Type of Chart,图表类型,
Y axis,Y轴,
Preview Chart,预览图表,
Chart Perview,图表预览,
Bar,柱状图,
Pie,饼图,
Line,折线图,
Donut,环形图,
Completed,完成,
In Process,生产中,
Stopped,停止,
Not Started,未开始,
Produce Qty,生产数量,
Downtime Entry,停机时间,
Quality Inspection Summary,质量检验汇总,
Downtime Analysis,停机时间分析,
Job Card Summary,工作卡汇总,
BOM Operations Time,BOM操作时间,
Permission Manager,角色权限管理,
Items & Pricing,物料和价格,
Territory Wise Sales,地域真实销售,
Attendance Count,考勤统计,
Absent,缺勤,
Present,出勤,
Leave,假,
Summarized View,汇总,
Grade,等级,
Taxation,税,
Compensations,补偿金,
Salary Payments Based On Payment Mode,根据支付方式支付工资,
Salary Payments via ECS,通过ECS支付工资,
Income Tax Deductions,所得税减免,
Open Projects,进行的项目,
Total Tasks,总任务,
Project Summary,项目汇总,
Open,开启,
Completed,完成,
Project wise Stock Tracking,项目库存跟踪,
You haven't created a {0} yet,您还没有创建过 {0},
{0} edited this {1},{0}编辑了{1},
{0} created this {1},{0}创建了{1},
Raw Materials Consumed,原材料消耗,
Please select X and Y fields,请选择X轴和Y轴字段,
Is Consolidated,是合并？,
Accounting Dimensions,会计维度,
Automatically Process Deferred Accounting Entry,自动处理递延会计,
Book Deferred Entries Based On,记帐递延基于...,
Book Deferred Entries Via Journal Entry,通过日记账递延,
Deferred Accounting Settings,递延会计设置,
If this is unchecked direct GL Entries will be created to book Deferred Revenue/Expense,如果未选中此项，将创建直接的GL分录来记入递延收入/费用,
Days,天,
Months,月,
If "Months" is selected then fixed amount will be booked as deferred revenue or expense for each month irrespective of number of days in a month. Will be prorated if deferred revenue or expense is not booked for an entire month.,如果选择了“月”，那么固定金额将被登记为递延收入或费用，不管一个月的天数是多少。如果一个月的递延收入或费用没有入账，将按比例进行分配。,
Enable Variants,允许变体,
Dunning,催款单,
Dunning Type,催款单类型,
Overdue Interval,逾期间隔,
Dunning Fee,催款费用,
Dunning Letter,催款函,
"This section allows the user to set the Body and Closing text of the Dunning Letter for the Dunning Type based on language, which can be used in Print.",此部分允许用户根据语言为催款单类型设置催款函的正文和结尾文本，这些语言可用于打印。,
Body Text,正文文本,
Closing Text,选择文本,
Is Default Language,是否是默认语言,
Customer Name,客户名称,
Outstanding Amount,债务总额,
Printing Setting,打印设置,
Resolved,已解决,
Unresolved,未解决,
Write Off Amount,销帐金额,
Custom Documents,自定义文档,
Custom Reports,自定义报表,
This Week,本周,
This Month,本月,
This Quarter,本季度,
This Year,本年,
All Time,所有时间,
Enable Perpetual Inventory For Non Stock Items,为非库存项目启用永续盘存,
Service Received But Not Billed,服务已收到但未计费,
Opening Invoice Item,发票项目名称,
Payment Methods,付款方式,
POS Opening Entry,POS开账分录,
POS Closing Entry,POS结账分录,
Opening Balance Details,期初余额的明细,
Create POS Opening Entry,新建POS开账分录,
POS Invoice,POS 发票,
Set Warehouse,设置仓库,
Sets 'For Warehouse' in each row of the Items table.,设置物料表中每一行的仓库,
Sets 'Warehouse' in each row of the Items table.,设置物料表中每一行的仓库,
Select Billing Address,选择账单地址,
Bypass Restricted IP Address Check If Two Factor Auth Enabled,绕过限制IP地址检查，如果两个因素认证启用,
Logout From All Devices After Changing Password,更改密码后从所有设备登出,
Send Notifications For Email Threads,发送电子邮件主题通知,
Logout All Sessions on Password Reset,在重置密码时注销所有会话,
Send document Web View link in email,在邮件中发送文档页面链接,
Places,门户,
Administration,管理,
Domains,行业,
Modules,模块,
Address And Contacts,地址和联系方式,
Chart Of Accounts,会计科目表,
Leaderboard,排行榜,
Chart of Accounts Importer,会计科目导入,
In Qty,入库数量,
Out Qty,出库数量,
In Value,入库成本,
Out Value,出库成本,
Balance Value,库存金额,
Balance Qty,库存数量,
Average,平均值,
Sum,合计,
Month,月,
Week,周,
Day,天,
Half Day,半天,
Quarter Day,季日,
Name,单号,
Writeoff,核销,
Get Outstanding Invoice,获取未付发票,
Get Outstanding Documents,获取发票,
Party Bank Account,对方账户,
Mode of Payment,结算方式,
Entry Type,单据类型,
Bill of Materials,BOM清单,
"If this checkbox is checked, paid amount will be splitted and allocated as per the amounts in payment schedule against each payment term",如果选中此复选框，则将根据每个付款期限的付款时间表中的金额来拆分和分配付款金额,
Allocate Payment Based On Payment Terms,根据付款条件分配付款,
Select Doctype,选择文档类型,
Insert New Records,插入新记录,
Distribution,分销,
Retail,零售,
Hospitality,款待,
Services,服务,
Error Report,错误报告,
Go to Notification Settings List,转到通知设置列表,
Document Share,文件共享,
Assignments,分配,
Enable Email Notifications,启用电子邮件通知,
Subscribed Documents,订阅文件,
Stock Entry Type,业务类型,
Search Term,关键字,
{0} not found for item {1},"没有找到物料:{1},相应的成本价",
Trigger Primary Action,触发主要动作,
Series,编号,
Valid Upto,有效期结束时间,
Valid From,有效期开始时间,
Partially ordered,部分订购,
Select a Supplier from the Default Supplier List of the items below.,从以下默认供应商中选择,
For Default Supplier (Optional),默认供应商(可选),
Enter Supplier,选择供应商,
Tax Id,税号,
Accounts Payable Summary,应付帐款汇总,
Type a message,请输入对话内容...,
Direct Chat,私聊,
Group,组,
Valuation Rate not found for item {0},找不到物料{0}的评估价,
Save,保存,
Email IDs,邮箱,
Invoice,发票,
Receipt,入库,
Stock Entry has been already created against this Pick List,已经根据此拣货清单创建了库存移动,
Create Pick List,创建拣货清单,
Pick List,拣货清单,
Backflush Raw Materials From Work-in-Progress Warehouse,在制品仓库中反冲原料,
Download Required Materials,下载所需资料,
Total Qty,总数量,
Update Current Stock,更新当前库存,
Get Items From,从。。。获取物料,
Quality Inspection Required,需要质量检查,
Rate,单价,
Net Amount,不含税金额,
Net Rate,不含税单价,
Get current stock,获取当前库存,
No,否,
Minimum quantity should be as per Stock UOM,最小数量应按照库存单位,
Deleting Item,批量删除物料中...,
Barcode,条码,
Clear Filters,清除筛选,
Allow Purchase Invoice Creation Without Purchase Receipt,允许在没有收货的情况下创建采购发票,
Allow Purchase Invoice Creation Without Purchase Order,允许创建没有采购订单的采购发票,
Remove,清除,
Posting Date,提交日,
Group By Customer,按客户分组,
User Id,用户ID,
Allow Sales Invoice Creation Without Delivery Note,允许在没有交货单的情况下创建销售发票,
Allow Sales Invoice Creation Without Sales Order,允许创建无销售订单的销售发票,
Is Default Account,默认帐户,
Chat of Cost Centers,成本中心,
New Company,新公司,
Cash Flow Statement,现金流量表,
Financial Statements,财务报表,
Open Documents,打开文件,
No Events Today,无今日活动,
Today's Events,今日活动,
Mark all as Read,全部标记为已读,
Income Tax Slab,所得税模板,
Stock and Account Value Comparison,存货和科目价值对比,
Supplier Addresses And Contacts,供应商地址和联系方式,
Share Ledger,共享分类账,
View Ledger,查看分类账,
Show Cancelled Entries,显示已取消,
Enable Onboarding,启用教程,
Data Import Legacy,数据导入遗留,
{0} has been submitted successfully,{0}提交成功,
Values Changed,值变化,
Property,,
Original Value,原始值,
New Value,新的值,
On Converting Opportunity,转换机会,
On Sales Order Submission,销售订单提交,
On Purchase Order Submission,采购订单提交,
On Task Completion,任务完成,
On Lead Creation,创建商机,
On Supplier Creation,创建供应商,
On Customer Creation,创建客户,
On Item Creation,创建物料,
On {0} Creation,创建{0},
Cancel All,取消所有,
Sales Value,销售额,
Stock Summary,库存摘要,
Age ({0}),账龄({0}),
View Type,视图类型,
Territory Wise,区域,
Bypass credit check at Sales Order,绕过销售订单的信用检查,
Customer-wise Item Price,客户物品价格,
Fiscal Year,会计年度,
Send Notifications For Documents Followed By Me,跟踪我的文档时发送通知,
Enter {0} amount.,输人{0}金额,
Edit Cart,修改,
Checkout:POS,确认,
Opening Amount,期初金额,
Set Posting Date,修改记账日期,
Change:POS,找零,
Toggle Recent Orders,切换最近的订单,
Save as Draft,保存为草稿,
You must add atleast one item to save it as draft.,您必须添加至少一个条目以将其保存为草稿。,
There was an error saving the document.,在保存文档时出现错误。,
You must select a customer before adding an item.,在添加项目之前，必须选择客户。,
"Search by customer name, phone, email.",搜索客户姓名，电话，电子邮件。,
Enter discount percentage.,输入折扣百分比。,
Please select a field to edit from numpad,请从数字键盘中选择要编辑的字段,
Discount cannot be greater than 100%,折扣不能超过100%,
Select item group,选择物料群组,
No items in cart,购物车中没有物品,
ALL ITEMS,所有物料,
Click to add email / phone,点击添加电子邮件/电话,
CONTACT DETAILS,详细联系方式,
No recent transactions found,没有发现最近的交易,
RECENT TRANSACTIONS,最近的交易,
Enter customer's email,输入客户的电子邮件,
Enter customer's phone number,输入客户的电话号码,
To Be Paid,待支付,
Paid Amount,已支付,
Complete Order,完成订单,
Select an invoice to load summary data,选择要加载汇总数据的发票,
RECENT ORDERS,最近的订单,
Search by invoice id or customer name,根据发票id或客户名称进行搜索,
Consolidated,合并,
Opened at,开启于,
Standard with Numbers,带数字标准,
Collapse,折叠,
Expand,展开,
